Sunday,1/04/2018,1 USD =,65.1161 INR,
Saturday,31/03/2018,1 USD =,65.0815 INR,
Friday,30/03/2018,1 USD =,65.0795 INR,
Thursday,29/03/2018,1 USD =,65.0346 INR,
Wednesday,28/03/2018,1 USD =,65.1553 INR,
Tuesday,27/03/2018,1 USD =,64.9027 INR,
Monday,26/03/2018,1 USD =,64.7068 INR,
Sunday,25/03/2018,1 USD =,65.0214 INR,
Saturday,24/03/2018,1 USD =,65.025 INR,
Friday,23/03/2018,1 USD =,65.0137 INR,
Thursday,22/03/2018,1 USD =,65.1698 INR,
Wednesday,21/03/2018,1 USD =,65.075 INR,
Tuesday,20/03/2018,1 USD =,65.2401 INR,
Monday,19/03/2018,1 USD =,65.2205 INR,
Sunday,18/03/2018,1 USD =,65.079 INR,
Saturday,17/03/2018,1 USD =,65.075 INR,
Friday,16/03/2018,1 USD =,65.075 INR,
Thursday,15/03/2018,1 USD =,65.0181 INR,
Wednesday,14/03/2018,1 USD =,64.8429 INR,
Tuesday,13/03/2018,1 USD =,64.8445 INR,
Monday,12/03/2018,1 USD =,64.9602 INR,
Sunday,11/03/2018,1 USD =,64.9727 INR,
Saturday,10/03/2018,1 USD =,64.9499 INR,
Friday,9/03/2018,1 USD =,64.9499 INR,
Thursday,8/03/2018,1 USD =,65.0981 INR,
Wednesday,7/03/2018,1 USD =,64.8985 INR,
Tuesday,6/03/2018,1 USD =,64.8423 INR,
Monday,5/03/2018,1 USD =,65.0162 INR,
Sunday,4/03/2018,1 USD =,65.1967 INR,
Saturday,3/03/2018,1 USD =,65.1953 INR,
Friday,2/03/2018,1 USD =,65.1967 INR,
Thursday,1/03/2018,1 USD =,65.1559 INR,
Wednesday,28/02/2018,1 USD =,65.2619 INR,
Tuesday,27/02/2018,1 USD =,64.9217 INR,
Monday,26/02/2018,1 USD =,64.788 INR,
Sunday,25/02/2018,1 USD =,64.7647 INR,
Saturday,24/02/2018,1 USD =,64.8976 INR,
Friday,23/02/2018,1 USD =,64.9 INR,
Thursday,22/02/2018,1 USD =,64.9635 INR,
Wednesday,21/02/2018,1 USD =,64.9029 INR,
Tuesday,20/02/2018,1 USD =,64.8749 INR,
Monday,19/02/2018,1 USD =,64.5157 INR,
Sunday,18/02/2018,1 USD =,64.39 INR,
Saturday,17/02/2018,1 USD =,64.39 INR,
Friday,16/02/2018,1 USD =,64.3872 INR,
Thursday,15/02/2018,1 USD =,63.9017 INR,
Wednesday,14/02/2018,1 USD =,64.0357 INR,
Tuesday,13/02/2018,1 USD =,64.264 INR,
Monday,12/02/2018,1 USD =,64.289 INR,
Sunday,11/02/2018,1 USD =,64.2527 INR,
Saturday,10/02/2018,1 USD =,64.2214 INR,
Friday,9/02/2018,1 USD =,64.2211 INR,
Thursday,8/02/2018,1 USD =,64.4484 INR,
Wednesday,7/02/2018,1 USD =,64.2079 INR,
Tuesday,6/02/2018,1 USD =,64.2107 INR,
Monday,5/02/2018,1 USD =,64.3249 INR,
Sunday,4/02/2018,1 USD =,64.1414 INR,
Saturday,3/02/2018,1 USD =,64.1779 INR,
Friday,2/02/2018,1 USD =,64.2115 INR,
Thursday,1/02/2018,1 USD =,63.8983 INR,
Wednesday,31/01/2018,1 USD =,63.6748 INR,
Tuesday,30/01/2018,1 USD =,63.7809 INR,
Monday,29/01/2018,1 USD =,63.6797 INR,
Sunday,28/01/2018,1 USD =,63.5938 INR,
Saturday,27/01/2018,1 USD =,63.6022 INR,
Friday,26/01/2018,1 USD =,63.6022 INR,
Thursday,25/01/2018,1 USD =,63.5764 INR,
Wednesday,24/01/2018,1 USD =,63.5864 INR,
Tuesday,23/01/2018,1 USD =,63.7601 INR,
Monday,22/01/2018,1 USD =,63.8881 INR,
Sunday,21/01/2018,1 USD =,63.8393 INR,
Saturday,20/01/2018,1 USD =,63.8444 INR,
Friday,19/01/2018,1 USD =,63.8444 INR,
Thursday,18/01/2018,1 USD =,63.8754 INR,
Wednesday,17/01/2018,1 USD =,63.8344 INR,
Tuesday,16/01/2018,1 USD =,64.0186 INR,
Monday,15/01/2018,1 USD =,63.5281 INR,
Sunday,14/01/2018,1 USD =,63.5986 INR,
Saturday,13/01/2018,1 USD =,63.5933 INR,
Friday,12/01/2018,1 USD =,63.6094 INR,
Thursday,11/01/2018,1 USD =,63.6912 INR,
Wednesday,10/01/2018,1 USD =,63.768 INR,
Tuesday,9/01/2018,1 USD =,63.6494 INR,
Monday,8/01/2018,1 USD =,63.4629 INR,
Sunday,7/01/2018,1 USD =,63.2965 INR,
Saturday,6/01/2018,1 USD =,63.3073 INR,
Friday,5/01/2018,1 USD =,63.3073 INR,
Thursday,4/01/2018,1 USD =,63.3949 INR,
Wednesday,3/01/2018,1 USD =,63.4336 INR,
Tuesday,2/01/2018,1 USD =,63.4699 INR,
Monday,1/01/2018,1 USD =,63.8784 INR,
Sunday,31/12/2017,1 USD =,63.8519 INR,
Saturday,30/12/2017,1 USD =,63.8485 INR,
Friday,29/12/2017,1 USD =,63.8592 INR,
Thursday,28/12/2017,1 USD =,64.0703 INR,
Wednesday,27/12/2017,1 USD =,64.1233 INR,
Tuesday,26/12/2017,1 USD =,64.0383 INR,
Monday,25/12/2017,1 USD =,64.0205 INR,
Sunday,24/12/2017,1 USD =,64.0188 INR,
Saturday,23/12/2017,1 USD =,64.0178 INR,
Friday,22/12/2017,1 USD =,64.0204 INR,
Thursday,21/12/2017,1 USD =,64.02 INR,
Wednesday,20/12/2017,1 USD =,63.9741 INR,
Tuesday,19/12/2017,1 USD =,64.0565 INR,
Monday,18/12/2017,1 USD =,64.2101 INR,
Sunday,17/12/2017,1 USD =,64.0831 INR,
Saturday,16/12/2017,1 USD =,64.0669 INR,
Friday,15/12/2017,1 USD =,64.0669 INR,
Thursday,14/12/2017,1 USD =,64.2857 INR,
Wednesday,13/12/2017,1 USD =,64.3285 INR,
Tuesday,12/12/2017,1 USD =,64.5588 INR,
Monday,11/12/2017,1 USD =,64.3586 INR,
Sunday,10/12/2017,1 USD =,64.4838 INR,
Saturday,9/12/2017,1 USD =,64.4881 INR,
Friday,8/12/2017,1 USD =,64.4866 INR,
Thursday,7/12/2017,1 USD =,64.5544 INR,
Wednesday,6/12/2017,1 USD =,64.5238 INR,
Tuesday,5/12/2017,1 USD =,64.3639 INR,
Monday,4/12/2017,1 USD =,64.3623 INR,
Sunday,3/12/2017,1 USD =,64.5096 INR,
Saturday,2/12/2017,1 USD =,64.5088 INR,
Friday,1/12/2017,1 USD =,64.5088 INR,
Thursday,30/11/2017,1 USD =,64.5112 INR,
Wednesday,29/11/2017,1 USD =,64.425 INR,
Tuesday,28/11/2017,1 USD =,64.4724 INR,
Monday,27/11/2017,1 USD =,64.4531 INR,
Sunday,26/11/2017,1 USD =,64.5649 INR,
Saturday,25/11/2017,1 USD =,64.5551 INR,
Friday,24/11/2017,1 USD =,64.5575 INR,
Thursday,23/11/2017,1 USD =,64.5884 INR,
Wednesday,22/11/2017,1 USD =,64.7843 INR,
Tuesday,21/11/2017,1 USD =,64.7693 INR,
Monday,20/11/2017,1 USD =,65.0372 INR,
Sunday,19/11/2017,1 USD =,64.914 INR,
Saturday,18/11/2017,1 USD =,65.0156 INR,
Friday,17/11/2017,1 USD =,65.0156 INR,
Thursday,16/11/2017,1 USD =,65.2194 INR,
Wednesday,15/11/2017,1 USD =,65.2987 INR,
Tuesday,14/11/2017,1 USD =,65.4212 INR,
Monday,13/11/2017,1 USD =,65.4418 INR,
Sunday,12/11/2017,1 USD =,64.8072 INR,
Saturday,11/11/2017,1 USD =,65.3177 INR,
Friday,10/11/2017,1 USD =,65.3177 INR,
Thursday,9/11/2017,1 USD =,64.9703 INR,
Wednesday,8/11/2017,1 USD =,64.9282 INR,
Tuesday,7/11/2017,1 USD =,65.1734 INR,
Monday,6/11/2017,1 USD =,64.593 INR,
Sunday,5/11/2017,1 USD =,64.7037 INR,
Saturday,4/11/2017,1 USD =,64.7059 INR,
Friday,3/11/2017,1 USD =,64.705 INR,
Thursday,2/11/2017,1 USD =,64.5076 INR,
Wednesday,1/11/2017,1 USD =,64.5557 INR,
Tuesday,31/10/2017,1 USD =,64.6728 INR,
Monday,30/10/2017,1 USD =,64.8382 INR,
Sunday,29/10/2017,1 USD =,64.9692 INR,
Saturday,28/10/2017,1 USD =,64.886 INR,
Friday,27/10/2017,1 USD =,64.886 INR,
Thursday,26/10/2017,1 USD =,64.9924 INR,
Wednesday,25/10/2017,1 USD =,64.8475 INR,
Tuesday,24/10/2017,1 USD =,65.0894 INR,
Monday,23/10/2017,1 USD =,65.0196 INR,
Sunday,22/10/2017,1 USD =,65.1173 INR,
Saturday,21/10/2017,1 USD =,65.1218 INR,
Friday,20/10/2017,1 USD =,65.1514 INR,
Thursday,19/10/2017,1 USD =,64.8921 INR,
Wednesday,18/10/2017,1 USD =,65.0665 INR,
Tuesday,17/10/2017,1 USD =,64.9361 INR,
Monday,16/10/2017,1 USD =,64.7022 INR,
Sunday,15/10/2017,1 USD =,64.6864 INR,
Saturday,14/10/2017,1 USD =,64.6879 INR,
Friday,13/10/2017,1 USD =,64.6662 INR,
Thursday,12/10/2017,1 USD =,65.0575 INR,
Wednesday,11/10/2017,1 USD =,65.1724 INR,
Tuesday,10/10/2017,1 USD =,65.2575 INR,
Monday,9/10/2017,1 USD =,65.4238 INR,
Sunday,8/10/2017,1 USD =,65.4228 INR,
Saturday,7/10/2017,1 USD =,65.403 INR,
Friday,6/10/2017,1 USD =,65.4004 INR,
Thursday,5/10/2017,1 USD =,65.2076 INR,
Wednesday,4/10/2017,1 USD =,65.024 INR,
Tuesday,3/10/2017,1 USD =,65.4611 INR,
Monday,2/10/2017,1 USD =,65.581 INR,
Sunday,1/10/2017,1 USD =,65.303 INR,
Saturday,30/09/2017,1 USD =,65.289 INR,
Friday,29/09/2017,1 USD =,65.289 INR,
Thursday,28/09/2017,1 USD =,65.3726 INR,
Wednesday,27/09/2017,1 USD =,65.5349 INR,
Tuesday,26/09/2017,1 USD =,65.3547 INR,
Monday,25/09/2017,1 USD =,65.2751 INR,
Sunday,24/09/2017,1 USD =,64.9121 INR,
Saturday,23/09/2017,1 USD =,64.7594 INR,
Friday,22/09/2017,1 USD =,64.7594 INR,
Thursday,21/09/2017,1 USD =,64.8151 INR,
Wednesday,20/09/2017,1 USD =,64.277 INR,
Tuesday,19/09/2017,1 USD =,64.2956 INR,
Monday,18/09/2017,1 USD =,64.2495 INR,
Sunday,17/09/2017,1 USD =,64.1453 INR,
Saturday,16/09/2017,1 USD =,64.1349 INR,
Friday,15/09/2017,1 USD =,64.1569 INR,
Thursday,14/09/2017,1 USD =,64.1432 INR,
Wednesday,13/09/2017,1 USD =,64.1146 INR,
Tuesday,12/09/2017,1 USD =,63.9929 INR,
Monday,11/09/2017,1 USD =,63.9723 INR,
Sunday,10/09/2017,1 USD =,63.9444 INR,
Saturday,9/09/2017,1 USD =,63.9362 INR,
Friday,8/09/2017,1 USD =,63.942 INR,
Thursday,7/09/2017,1 USD =,63.96 INR,
Wednesday,6/09/2017,1 USD =,64.0603 INR,
Tuesday,5/09/2017,1 USD =,64.1168 INR,
Monday,4/09/2017,1 USD =,64.049 INR,
Sunday,3/09/2017,1 USD =,64.0305 INR,
Saturday,2/09/2017,1 USD =,63.8045 INR,
Friday,1/09/2017,1 USD =,63.8045 INR,
Thursday,31/08/2017,1 USD =,63.9284 INR,
Wednesday,30/08/2017,1 USD =,63.9899 INR,
Tuesday,29/08/2017,1 USD =,64.0097 INR,
Monday,28/08/2017,1 USD =,63.7917 INR,
Sunday,27/08/2017,1 USD =,64.0167 INR,
Saturday,26/08/2017,1 USD =,63.9912 INR,
Friday,25/08/2017,1 USD =,63.8416 INR,
Thursday,24/08/2017,1 USD =,64.0398 INR,
Wednesday,23/08/2017,1 USD =,64.0127 INR,
Tuesday,22/08/2017,1 USD =,64.0717 INR,
Monday,21/08/2017,1 USD =,64.1715 INR,
Sunday,20/08/2017,1 USD =,64.0996 INR,
Saturday,19/08/2017,1 USD =,64.0862 INR,
Friday,18/08/2017,1 USD =,64.075 INR,
Thursday,17/08/2017,1 USD =,64.1959 INR,
Wednesday,16/08/2017,1 USD =,64.0105 INR,
Tuesday,15/08/2017,1 USD =,64.2715 INR,
Monday,14/08/2017,1 USD =,64.1827 INR,
Sunday,13/08/2017,1 USD =,64.0893 INR,
Saturday,12/08/2017,1 USD =,64.0758 INR,
Friday,11/08/2017,1 USD =,64.0802 INR,
Thursday,10/08/2017,1 USD =,64.1504 INR,
Wednesday,9/08/2017,1 USD =,63.9 INR,
Tuesday,8/08/2017,1 USD =,63.7131 INR,
Monday,7/08/2017,1 USD =,63.8459 INR,
Sunday,6/08/2017,1 USD =,63.7015 INR,
Saturday,5/08/2017,1 USD =,63.7535 INR,
Friday,4/08/2017,1 USD =,63.7535 INR,
Thursday,3/08/2017,1 USD =,63.699 INR,
Wednesday,2/08/2017,1 USD =,63.6458 INR,
Tuesday,1/08/2017,1 USD =,64.0906 INR,
Monday,31/07/2017,1 USD =,64.2053 INR,
Sunday,30/07/2017,1 USD =,64.0989 INR,
Saturday,29/07/2017,1 USD =,64.1231 INR,
Friday,28/07/2017,1 USD =,64.1261 INR,
Thursday,27/07/2017,1 USD =,64.1921 INR,
Wednesday,26/07/2017,1 USD =,64.3448 INR,
Tuesday,25/07/2017,1 USD =,64.4555 INR,
Monday,24/07/2017,1 USD =,64.3781 INR,
Sunday,23/07/2017,1 USD =,64.4549 INR,
Saturday,22/07/2017,1 USD =,64.4593 INR,
Friday,21/07/2017,1 USD =,64.4835 INR,
Thursday,20/07/2017,1 USD =,64.335 INR,
Wednesday,19/07/2017,1 USD =,64.2809 INR,
Tuesday,18/07/2017,1 USD =,64.3186 INR,
Monday,17/07/2017,1 USD =,64.3617 INR,
Sunday,16/07/2017,1 USD =,64.2922 INR,
Saturday,15/07/2017,1 USD =,64.2694 INR,
Friday,14/07/2017,1 USD =,64.2694 INR,
Thursday,13/07/2017,1 USD =,64.4583 INR,
Wednesday,12/07/2017,1 USD =,64.3679 INR,
Tuesday,11/07/2017,1 USD =,64.5503 INR,
Monday,10/07/2017,1 USD =,64.4689 INR,
Sunday,9/07/2017,1 USD =,64.6214 INR,
Saturday,8/07/2017,1 USD =,64.5762 INR,
Friday,7/07/2017,1 USD =,64.5904 INR,
Thursday,6/07/2017,1 USD =,64.7251 INR,
Wednesday,5/07/2017,1 USD =,64.8015 INR,
Tuesday,4/07/2017,1 USD =,64.7756 INR,
Monday,3/07/2017,1 USD =,64.8591 INR,
Sunday,2/07/2017,1 USD =,64.6216 INR,
Saturday,1/07/2017,1 USD =,64.6256 INR,
Friday,30/06/2017,1 USD =,64.6254 INR,
Thursday,29/06/2017,1 USD =,64.8005 INR,
Wednesday,28/06/2017,1 USD =,64.5216 INR,
Tuesday,27/06/2017,1 USD =,64.5262 INR,
Monday,26/06/2017,1 USD =,64.4325 INR,
Sunday,25/06/2017,1 USD =,64.4947 INR,
Saturday,24/06/2017,1 USD =,64.4943 INR,
Friday,23/06/2017,1 USD =,64.4744 INR,
Thursday,22/06/2017,1 USD =,64.595 INR,
Wednesday,21/06/2017,1 USD =,64.5522 INR,
Tuesday,20/06/2017,1 USD =,64.6418 INR,
Monday,19/06/2017,1 USD =,64.4906 INR,
Sunday,18/06/2017,1 USD =,64.3984 INR,
Saturday,17/06/2017,1 USD =,64.4388 INR,
Friday,16/06/2017,1 USD =,64.393 INR,
Thursday,15/06/2017,1 USD =,64.5645 INR,
Wednesday,14/06/2017,1 USD =,64.1813 INR,
Tuesday,13/06/2017,1 USD =,64.3687 INR,
Monday,12/06/2017,1 USD =,64.4814 INR,
Sunday,11/06/2017,1 USD =,64.3817 INR,
Saturday,10/06/2017,1 USD =,64.4156 INR,
Friday,9/06/2017,1 USD =,64.4201 INR,
Thursday,8/06/2017,1 USD =,64.2793 INR,
Wednesday,7/06/2017,1 USD =,64.4464 INR,
Tuesday,6/06/2017,1 USD =,64.4366 INR,
Monday,5/06/2017,1 USD =,64.36 INR,
Sunday,4/06/2017,1 USD =,64.3912 INR,
Saturday,3/06/2017,1 USD =,64.4067 INR,
Friday,2/06/2017,1 USD =,64.2428 INR,
Thursday,1/06/2017,1 USD =,64.3763 INR,
Wednesday,31/05/2017,1 USD =,64.4976 INR,
Tuesday,30/05/2017,1 USD =,64.6359 INR,
Monday,29/05/2017,1 USD =,64.5342 INR,
Sunday,28/05/2017,1 USD =,64.5097 INR,
Saturday,27/05/2017,1 USD =,64.5773 INR,
Friday,26/05/2017,1 USD =,64.5637 INR,
Thursday,25/05/2017,1 USD =,64.5656 INR,
Wednesday,24/05/2017,1 USD =,64.7706 INR,
Tuesday,23/05/2017,1 USD =,64.8967 INR,
Monday,22/05/2017,1 USD =,64.472 INR,
Sunday,21/05/2017,1 USD =,64.4806 INR,
Saturday,20/05/2017,1 USD =,64.5745 INR,
Friday,19/05/2017,1 USD =,64.5606 INR,
Thursday,18/05/2017,1 USD =,64.8854 INR,
Wednesday,17/05/2017,1 USD =,64.2917 INR,
Tuesday,16/05/2017,1 USD =,64.0084 INR,
Monday,15/05/2017,1 USD =,64.0499 INR,
Sunday,14/05/2017,1 USD =,64.2171 INR,
Saturday,13/05/2017,1 USD =,64.1581 INR,
Friday,12/05/2017,1 USD =,64.1581 INR,
Thursday,11/05/2017,1 USD =,64.4117 INR,
Wednesday,10/05/2017,1 USD =,64.587 INR,
Tuesday,9/05/2017,1 USD =,64.6865 INR,
Monday,8/05/2017,1 USD =,64.4208 INR,
Sunday,7/05/2017,1 USD =,64.2975 INR,
Saturday,6/05/2017,1 USD =,64.318 INR,
Friday,5/05/2017,1 USD =,64.318 INR,
Thursday,4/05/2017,1 USD =,64.2184 INR,
Wednesday,3/05/2017,1 USD =,64.2484 INR,
Tuesday,2/05/2017,1 USD =,64.1043 INR,
Monday,1/05/2017,1 USD =,64.1981 INR,
Sunday,30/04/2017,1 USD =,64.2778 INR,
Saturday,29/04/2017,1 USD =,64.2386 INR,
Friday,28/04/2017,1 USD =,64.2532 INR,
Thursday,27/04/2017,1 USD =,64.1 INR,
Wednesday,26/04/2017,1 USD =,64.0429 INR,
Tuesday,25/04/2017,1 USD =,64.3896 INR,
Monday,24/04/2017,1 USD =,64.4391 INR,
Sunday,23/04/2017,1 USD =,64.6307 INR,
Saturday,22/04/2017,1 USD =,64.6251 INR,
Friday,21/04/2017,1 USD =,64.6251 INR,
Thursday,20/04/2017,1 USD =,64.691 INR,
Wednesday,19/04/2017,1 USD =,64.6573 INR,
Tuesday,18/04/2017,1 USD =,64.6033 INR,
Monday,17/04/2017,1 USD =,64.425 INR,
Sunday,16/04/2017,1 USD =,64.4597 INR,
Saturday,15/04/2017,1 USD =,64.4641 INR,
Friday,14/04/2017,1 USD =,64.4249 INR,
Thursday,13/04/2017,1 USD =,64.4797 INR,
Wednesday,12/04/2017,1 USD =,64.5534 INR,
Tuesday,11/04/2017,1 USD =,64.6596 INR,
Monday,10/04/2017,1 USD =,64.5849 INR,
Sunday,9/04/2017,1 USD =,64.2643 INR,
Saturday,8/04/2017,1 USD =,64.4609 INR,
Friday,7/04/2017,1 USD =,64.4592 INR,
Thursday,6/04/2017,1 USD =,64.6233 INR,
Wednesday,5/04/2017,1 USD =,65.0304 INR,
Tuesday,4/04/2017,1 USD =,65.0762 INR,
Monday,3/04/2017,1 USD =,64.8892 INR,
Sunday,2/04/2017,1 USD =,64.8171 INR,
Saturday,1/04/2017,1 USD =,64.786 INR,
Friday,31/03/2017,1 USD =,64.786 INR,
Thursday,30/03/2017,1 USD =,64.8032 INR,
Wednesday,29/03/2017,1 USD =,64.7834 INR,
Tuesday,28/03/2017,1 USD =,65.0614 INR,
Monday,27/03/2017,1 USD =,65.0562 INR,
Sunday,26/03/2017,1 USD =,65.3679 INR,
Saturday,25/03/2017,1 USD =,65.3915 INR,
Friday,24/03/2017,1 USD =,65.3791 INR,
Thursday,23/03/2017,1 USD =,65.4538 INR,
Wednesday,22/03/2017,1 USD =,65.3802 INR,
Tuesday,21/03/2017,1 USD =,65.5047 INR,
Monday,20/03/2017,1 USD =,65.3267 INR,
Sunday,19/03/2017,1 USD =,65.4763 INR,
Saturday,18/03/2017,1 USD =,65.4458 INR,
Friday,17/03/2017,1 USD =,65.4798 INR,
Thursday,16/03/2017,1 USD =,65.4126 INR,
Wednesday,15/03/2017,1 USD =,65.6184 INR,
Tuesday,14/03/2017,1 USD =,65.7747 INR,
Monday,13/03/2017,1 USD =,66.1762 INR,
Sunday,12/03/2017,1 USD =,66.4671 INR,
Saturday,11/03/2017,1 USD =,66.4786 INR,
Friday,10/03/2017,1 USD =,66.458 INR,
Thursday,9/03/2017,1 USD =,66.6939 INR,
Wednesday,8/03/2017,1 USD =,66.7858 INR,
Tuesday,7/03/2017,1 USD =,66.6135 INR,
Monday,6/03/2017,1 USD =,66.665 INR,
Sunday,5/03/2017,1 USD =,66.7365 INR,
Saturday,4/03/2017,1 USD =,66.7648 INR,
Friday,3/03/2017,1 USD =,66.7238 INR,
Thursday,2/03/2017,1 USD =,66.8344 INR,
Wednesday,1/03/2017,1 USD =,66.9031 INR,
Tuesday,28/02/2017,1 USD =,66.7138 INR,
Monday,27/02/2017,1 USD =,66.6822 INR,
Sunday,26/02/2017,1 USD =,66.6697 INR,
Saturday,25/02/2017,1 USD =,66.669 INR,
Friday,24/02/2017,1 USD =,66.758 INR,
Thursday,23/02/2017,1 USD =,66.6964 INR,
Wednesday,22/02/2017,1 USD =,66.924 INR,
Tuesday,21/02/2017,1 USD =,66.9712 INR,
Monday,20/02/2017,1 USD =,66.9695 INR,
Sunday,19/02/2017,1 USD =,67.1148 INR,
Saturday,18/02/2017,1 USD =,67.0499 INR,
Friday,17/02/2017,1 USD =,67.0579 INR,
Thursday,16/02/2017,1 USD =,67.164 INR,
Wednesday,15/02/2017,1 USD =,66.8462 INR,
Tuesday,14/02/2017,1 USD =,66.7865 INR,
Monday,13/02/2017,1 USD =,66.9227 INR,
Sunday,12/02/2017,1 USD =,66.8475 INR,
Saturday,11/02/2017,1 USD =,66.8058 INR,
Friday,10/02/2017,1 USD =,66.8033 INR,
Thursday,9/02/2017,1 USD =,66.729 INR,
Wednesday,8/02/2017,1 USD =,67.0009 INR,
Tuesday,7/02/2017,1 USD =,67.3848 INR,
Monday,6/02/2017,1 USD =,67.2065 INR,
Sunday,5/02/2017,1 USD =,67.1833 INR,
Saturday,4/02/2017,1 USD =,67.1711 INR,
Friday,3/02/2017,1 USD =,67.1708 INR,
Thursday,2/02/2017,1 USD =,67.2821 INR,
Wednesday,1/02/2017,1 USD =,67.4255 INR,
Tuesday,31/01/2017,1 USD =,67.5299 INR,
Monday,30/01/2017,1 USD =,67.8287 INR,
Sunday,29/01/2017,1 USD =,68.1346 INR,
Saturday,28/01/2017,1 USD =,68.105 INR,
Friday,27/01/2017,1 USD =,68.1047 INR,
Thursday,26/01/2017,1 USD =,68.1376 INR,
Wednesday,25/01/2017,1 USD =,67.9812 INR,
Tuesday,24/01/2017,1 USD =,68.1827 INR,
Monday,23/01/2017,1 USD =,68.0868 INR,
Sunday,22/01/2017,1 USD =,68.076 INR,
Saturday,21/01/2017,1 USD =,68.0976 INR,
Friday,20/01/2017,1 USD =,68.0656 INR,
Thursday,19/01/2017,1 USD =,68.0844 INR,
Wednesday,18/01/2017,1 USD =,68.302 INR,
Tuesday,17/01/2017,1 USD =,67.938 INR,
Monday,16/01/2017,1 USD =,68.0843 INR,
Sunday,15/01/2017,1 USD =,68.1579 INR,
Saturday,14/01/2017,1 USD =,68.1771 INR,
Friday,13/01/2017,1 USD =,68.1099 INR,
Thursday,12/01/2017,1 USD =,68.0979 INR,
Wednesday,11/01/2017,1 USD =,68.1768 INR,
Tuesday,10/01/2017,1 USD =,68.322 INR,
Monday,9/01/2017,1 USD =,68.0777 INR,
Sunday,8/01/2017,1 USD =,68.1826 INR,
Saturday,7/01/2017,1 USD =,68.1415 INR,
Friday,6/01/2017,1 USD =,68.1837 INR,
Thursday,5/01/2017,1 USD =,67.7683 INR,
Wednesday,4/01/2017,1 USD =,67.865 INR,
Tuesday,3/01/2017,1 USD =,68.2869 INR,
Monday,2/01/2017,1 USD =,68.1462 INR,
Sunday,1/01/2017,1 USD =,67.9409 INR,
Saturday,31/12/2016,1 USD =,67.9547 INR,
Friday,30/12/2016,1 USD =,67.9106 INR,
Thursday,29/12/2016,1 USD =,68.0048 INR,
Wednesday,28/12/2016,1 USD =,68.2183 INR,
Tuesday,27/12/2016,1 USD =,67.9822 INR,
Monday,26/12/2016,1 USD =,67.7673 INR,
Sunday,25/12/2016,1 USD =,67.8237 INR,
Saturday,24/12/2016,1 USD =,67.8532 INR,
Friday,23/12/2016,1 USD =,67.8409 INR,
Thursday,22/12/2016,1 USD =,67.8633 INR,
Wednesday,21/12/2016,1 USD =,67.8234 INR,
Tuesday,20/12/2016,1 USD =,67.9044 INR,
Monday,19/12/2016,1 USD =,67.8515 INR,
Sunday,18/12/2016,1 USD =,67.8523 INR,
Saturday,17/12/2016,1 USD =,67.8097 INR,
Friday,16/12/2016,1 USD =,67.697 INR,
Thursday,15/12/2016,1 USD =,67.7681 INR,
Wednesday,14/12/2016,1 USD =,67.5506 INR,
Tuesday,13/12/2016,1 USD =,67.4224 INR,
Monday,12/12/2016,1 USD =,67.433 INR,
Sunday,11/12/2016,1 USD =,67.398 INR,
Saturday,10/12/2016,1 USD =,67.5043 INR,
Friday,9/12/2016,1 USD =,67.485 INR,
Thursday,8/12/2016,1 USD =,67.4169 INR,
Wednesday,7/12/2016,1 USD =,67.5434 INR,
Tuesday,6/12/2016,1 USD =,67.8707 INR,
Monday,5/12/2016,1 USD =,68.024 INR,
Sunday,4/12/2016,1 USD =,67.9731 INR,
Saturday,3/12/2016,1 USD =,68.0934 INR,
Friday,2/12/2016,1 USD =,68.1355 INR,
Thursday,1/12/2016,1 USD =,68.3586 INR,
Wednesday,30/11/2016,1 USD =,68.5394 INR,
Tuesday,29/11/2016,1 USD =,68.6247 INR,
Monday,28/11/2016,1 USD =,68.632 INR,
Sunday,27/11/2016,1 USD =,68.4255 INR,
Saturday,26/11/2016,1 USD =,68.5291 INR,
Friday,25/11/2016,1 USD =,68.565 INR,
Thursday,24/11/2016,1 USD =,68.7115 INR,
Wednesday,23/11/2016,1 USD =,68.606 INR,
Tuesday,22/11/2016,1 USD =,68.3205 INR,
Monday,21/11/2016,1 USD =,68.1687 INR,
Sunday,20/11/2016,1 USD =,68.1741 INR,
Saturday,19/11/2016,1 USD =,68.1532 INR,
Friday,18/11/2016,1 USD =,68.1251 INR,
Thursday,17/11/2016,1 USD =,67.954 INR,
Wednesday,16/11/2016,1 USD =,68.0314 INR,
Tuesday,15/11/2016,1 USD =,67.726 INR,
Monday,14/11/2016,1 USD =,67.6375 INR,
Sunday,13/11/2016,1 USD =,67.5111 INR,
Saturday,12/11/2016,1 USD =,67.497 INR,
Friday,11/11/2016,1 USD =,67.3514 INR,
Thursday,10/11/2016,1 USD =,66.8823 INR,
Wednesday,9/11/2016,1 USD =,66.4899 INR,
Tuesday,8/11/2016,1 USD =,66.3326 INR,
Monday,7/11/2016,1 USD =,66.7136 INR,
Sunday,6/11/2016,1 USD =,66.7199 INR,
Saturday,5/11/2016,1 USD =,66.7338 INR,
Friday,4/11/2016,1 USD =,66.725 INR,
Thursday,3/11/2016,1 USD =,66.7119 INR,
Wednesday,2/11/2016,1 USD =,66.7392 INR,
Tuesday,1/11/2016,1 USD =,66.7288 INR,
Monday,31/10/2016,1 USD =,66.7362 INR,
Sunday,30/10/2016,1 USD =,66.733 INR,
Saturday,29/10/2016,1 USD =,66.8448 INR,
Friday,28/10/2016,1 USD =,66.8488 INR,
